volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
0.644,0.0,1.57,0.06411794546117322,11.4,0.99323,3.59,0.56,11.829065412731131,6
0.498,0.28,2.21,0.07872792781396327,15.8,0.99533,3.44,0.55,11.997387503144289,6
0.314,0.27,1.98,0.07497082515337312,9.3,0.99449,3.39,0.46,11.855980972057242,6
0.439,0.03,1.64,0.08100957420812523,15.9,0.99647,3.45,0.63,11.415761408375237,6
0.258,0.32,1.93,0.04167035466493233,3.9,0.99512,3.24,0.6,11.342136524931052,7
0.623,0.16,2.13,0.08779279659577337,4.1,0.99735,3.08,0.56,9.491362424777279,5
0.706,0.15,1.93,0.07288857545134629,5.6,0.99531,3.35,0.47,9.270811376493388,5
0.368,0.48,2.83,0.1039190988780089,27.9,0.99936,3.21,0.64,9.435048919548244,5
0.527,0.15,2.11,0.07361735713684738,8.1,0.99579,3.26,0.48,9.710603596284622,5
0.368,0.64,2.03,0.06013972695524705,7.3,0.99789,3.04,0.61,9.852430148598458,6
0.38,0.41,2.05,0.07187609942883377,7.4,0.99586,3.36,0.67,10.807917648535875,6
0.368,0.66,2.5,0.11588391049909749,30.1,0.99915,3.11,0.61,9.475918726760094,5
0.355,0.21,2.18,0.08393202933919978,4.0,0.99834,3.13,0.57,9.32897530336358,5
0.375,0.3,2.54,0.11245492455364084,11.0,0.9964,3.26,0.57,9.547175064772892,6
0.341,0.34,1.68,0.07420567063428153,8.3,0.99401,3.1,0.56,10.694367063532143,6
0.347,0.45,1.92,0.07524306472685617,6.4,0.99414,3.28,0.6,9.801990703764462,6
0.574,0.23,2.48,0.08934229644706247,18.3,0.99532,3.29,0.58,12.075254591794781,5
0.562,0.49,2.02,0.0811756497723417,16.3,0.99646,3.19,0.62,9.420316426555832,5
0.494,0.44,2.37,0.082351416052895,26.5,0.99799,3.09,0.59,9.193274412428519,6
0.72,0.26,2.48,0.0745496088663936,12.7,0.99767,3.33,0.5,11.76318225353158,5
0.751,0.3,2.14,0.09132560034764349,28.6,0.99678,3.31,0.52,9.557052088635352,5
0.608,0.19,2.42,0.09703804487138104,28.2,0.99898,3.3,0.49,9.744084458901018,5
0.366,0.15,2.24,0.062476732291440254,7.9,0.9949,3.54,0.64,12.75791446605861,6
0.602,0.28,2.61,0.08491227748281382,24.7,0.9993,3.13,0.6,9.325135381225659,5
0.671,0.3,2.67,0.08161267112757048,20.8,0.99598,3.23,0.62,9.314640636329074,5
0.629,0.01,2.58,0.0540645114619515,11.0,0.99302,3.41,0.64,13.240060396235574,6
0.706,0.09,1.72,0.08996337074113563,13.0,0.99659,3.49,0.66,9.782103590139728,5
0.769,0.05,2.51,0.06211256794855347,7.9,0.99667,3.26,0.55,9.500004028448314,5
0.395,0.48,2.37,0.07731434352295281,5.9,0.99889,3.17,0.78,11.82834182923919,6
0.437,0.52,2.28,0.06513906758589946,5.7,0.99781,3.14,0.63,12.680917562393367,6
0.317,0.22,1.54,0.07775562365218228,5.9,0.99735,3.33,0.58,11.136686006095713,5
0.356,0.57,1.93,0.09293009604335374,6.4,0.99901,3.2,0.59,9.65937874593969,5
0.411,0.0,1.61,0.06649555487784546,7.0,0.99477,3.42,0.46,11.647080219340982,6
0.662,0.53,2.39,0.08585997153310018,6.9,0.99886,3.12,0.55,9.597025088106975,5
0.543,0.09,1.55,0.08683016047220588,11.5,0.99548,3.39,0.58,11.528067342808933,6
0.672,0.1,1.84,0.08554916594307593,12.9,0.99665,3.24,0.62,11.888462460187537,6
0.522,0.04,1.54,0.07249439067286573,7.0,0.99537,3.29,0.55,9.481292845671625,5
0.355,0.21,1.96,0.07738188646140524,6.3,0.99542,3.17,0.5,9.792265729883836,6
0.368,0.27,1.88,0.085986734816489,7.7,0.996,3.36,0.56,9.425039488275546,6
0.519,0.46,2.32,0.09980565086720758,14.0,0.99979,3.23,0.6,9.450126060269737,5
0.429,0.31,2.39,0.09692215056225038,12.0,0.99718,3.17,0.85,12.257908882865474,6
0.953,0.02,1.89,0.06973514743131073,7.0,0.99853,3.17,0.53,9.324274000724724,5
0.486,0.33,1.87,0.08601339468939931,19.0,0.99581,3.4,0.61,11.361084959818818,6
0.27,0.34,1.92,0.06356505097682913,5.0,0.99495,3.28,0.61,13.6,6
0.602,0.0,1.59,0.0813827752271227,9.7,0.99509,3.38,0.59,12.71250623253701,6
0.223,0.49,1.95,0.07033690690555702,12.2,0.99517,3.17,0.67,12.269490840753418,6
0.342,0.2,2.13,0.09522897313821069,10.1,0.99773,3.3,0.59,11.697707023136966,6
0.441,0.42,1.83,0.08954004696026985,6.8,0.9988,3.16,0.51,9.329939389959925,5
0.542,0.21,2.54,0.08411706923596879,30.4,0.99609,2.97,0.6,9.108311198399909,5
0.874,0.28,1.83,0.051778063227964105,21.5,0.99738,3.19,0.56,9.30673843579483,5
0.338,0.46,2.16,0.0834108020078798,3.9,0.99848,3.11,0.52,9.548740408106104,5
0.563,0.1,1.84,0.0730069259406787,9.0,0.99658,3.27,0.54,12.441932230088232,6
0.23,0.19,1.41,0.06886779342646845,6.5,0.995,3.17,0.58,11.832707921922394,6
1.04,0.0,1.76,0.06894506734464267,14.7,0.99425,3.44,0.5,9.07802008021998,5
0.569,0.12,2.11,0.07452555616398103,31.8,0.99915,3.19,0.54,9.514285690395122,5
0.595,0.02,1.94,0.060541986863008074,11.3,0.99508,3.33,0.55,9.726332660272226,6
0.679,0.21,1.97,0.08013859025840132,15.5,0.99553,3.32,0.51,9.663694324906674,5
0.455,0.19,1.84,0.07927083476859817,7.6,0.99426,3.38,0.57,12.565340965668025,5
0.42,0.47,1.81,0.08930481388817225,8.0,0.9959,3.29,0.67,9.307967703122637,5
0.441,0.66,2.58,0.07597265300195849,9.0,0.99873,3.34,0.59,10.339937319267658,6
0.665,0.18,2.33,0.09443364994954218,12.4,0.99485,3.33,0.64,9.815115726797773,6
0.438,0.22,2.17,0.0804071688758777,6.0,0.99719,3.25,0.54,11.016809571377474,6
0.671,0.03,1.83,0.07699643756878939,4.2,0.99665,3.3,0.59,9.529623606442817,5
0.343,0.43,2.14,0.09955260556967786,6.3,0.99765,3.13,0.57,9.661329433479041,5
0.262,0.42,2.52,0.0794205676722407,29.4,0.99534,3.28,0.66,9.823757660017295,6
0.274,0.14,1.91,0.08019590278655096,6.8,0.99463,3.28,0.55,11.812754263486932,6
0.71,0.07,1.42,0.07505508908130265,5.1,0.99735,3.1,0.63,9.763265615381428,5
0.582,0.27,1.57,0.0727058279688939,6.0,0.99673,3.09,0.5,9.796561855373808,5
0.354,0.47,1.99,0.09168638471635095,7.9,0.99845,3.12,0.54,9.470482946845571,6
0.646,0.23,1.88,0.07716232381285446,10.3,0.99661,3.27,0.49,9.414064051944955,6
0.342,0.26,1.64,0.10109763985878058,6.9,0.9956,3.25,0.49,9.507572707575964,5
0.487,0.28,2.2,0.10098193381834444,7.3,1.00024,3.14,0.58,9.709971077097952,5
0.341,0.58,2.12,0.09271093607166042,4.2,0.99856,3.07,0.63,9.157644567880178,6
0.79,0.02,1.91,0.07011506839159894,11.2,0.99434,3.65,0.53,9.665879039103762,5
0.391,0.32,1.88,0.07467016873837373,3.2,0.99968,2.99,0.5,9.288254312239209,5
0.553,0.23,2.0,0.07227529632678562,4.4,0.99765,3.18,0.55,10.124236852447995,6
0.308,0.06,2.3,0.06359433691763981,35.1,0.99683,3.22,0.52,13.350719142092473,6
0.456,0.41,1.88,0.08968999772748873,5.6,0.99592,3.23,0.79,10.691587969987268,6
0.706,0.07,1.84,0.07792564240972971,17.7,0.9962,3.2,0.49,9.692949285571538,5
0.438,0.28,2.32,0.09787608099236345,6.7,0.99682,3.26,0.61,11.898001157291423,6
0.368,0.22,2.16,0.0701686080473814,7.5,0.99516,3.3,0.6,10.491776072229026,6
0.324,0.64,2.76,0.12225738831802319,9.6,0.99774,3.21,0.5,11.388374365588128,6
1.04,0.03,2.17,0.08333375801537111,9.2,0.99639,3.35,0.57,9.447688109271912,5
0.403,0.38,1.81,0.07880987632544394,6.5,0.99744,3.29,0.67,9.320152954270787,5
0.488,0.26,1.67,0.07535759760826166,7.4,0.99678,3.36,0.53,9.585180885038842,5
0.605,0.07,2.29,0.0795500085497952,9.0,0.99745,3.29,0.42,9.371729220642742,5
0.654,0.23,2.28,0.08722670477395361,17.1,0.99818,3.33,0.57,9.474144526090324,5
0.57,0.32,2.25,0.07372857751159327,7.4,0.99585,3.21,0.56,9.335645109154928,5
0.325,0.48,2.39,0.08753848842619111,1.6,0.99637,3.36,0.6,11.45071247400234,6
0.559,0.03,2.09,0.0977247827150576,10.7,0.99755,3.31,0.56,9.610140043170276,5
0.303,0.34,2.4,0.0796002121861483,16.3,0.99888,3.32,0.68,11.42328668701404,6
0.935,0.02,1.91,0.05932957435747836,20.0,0.99506,3.37,0.54,12.105139262176186,5
0.822,0.06,2.09,0.08197947306545,8.7,0.99728,3.32,0.62,9.606005138589191,5
0.522,0.22,1.88,0.07597270518559504,12.6,0.99587,3.4,0.56,9.423669499228712,5
0.302,0.15,1.48,0.07964129272533671,4.8,0.99637,3.15,0.45,11.684186265839372,5
0.186,0.45,1.79,0.09070821704340933,5.1,0.99603,3.34,0.61,10.80740421847426,6
0.571,0.22,1.75,0.08178038695074263,4.9,0.99668,3.26,0.53,11.90916900482168,5
0.413,0.46,2.1,0.07395498230537391,8.4,0.9988,3.26,0.66,10.837586568053345,6
0.513,0.06,2.07,0.06637223028272052,11.4,0.99525,3.53,0.67,11.77262741468201,6
0.384,0.18,2.21,0.07191473816751841,11.5,0.99758,3.37,0.51,9.461896566334177,5
0.431,0.27,1.57,0.1043723863706051,6.3,0.99845,3.0,0.61,9.253714165694811,5
0.433,0.36,2.07,0.07872729662907386,20.8,0.9974,3.27,0.54,9.709281036078838,5
0.623,0.0,1.85,0.0755319237566127,8.7,0.99275,3.46,0.59,12.983851865162844,6
0.382,0.2,1.6,0.06733086941574738,4.2,0.99601,3.18,0.55,9.327574646503756,5
0.513,0.32,2.11,0.0788839929357111,4.5,0.9978,3.06,0.52,9.092942196261383,5
0.396,0.46,1.79,0.0911312324421235,8.7,0.9985,3.12,0.71,9.317136377515675,6
0.599,0.04,2.25,0.09294923836646278,8.3,0.99867,3.36,0.58,9.685797014184576,5
0.389,0.41,1.9,0.06117383987487027,4.6,0.99663,3.19,0.55,9.457163948705475,6
0.361,0.64,2.01,0.08669591229991704,7.0,0.99826,3.3,0.64,9.917187740846723,6
0.448,0.08,2.58,0.09356294759015552,5.0,0.99867,3.27,0.56,10.206206862030744,5
0.635,0.05,1.96,0.08586778575379157,17.8,0.99623,3.33,0.52,9.289648737333277,5
0.382,0.53,2.07,0.06800470252164544,7.4,0.99611,3.36,0.52,12.307484296843223,6
0.337,0.21,2.22,0.09966008709021075,26.2,0.99713,3.18,0.49,9.287886472294991,5
0.487,0.02,2.1,0.08575336280989446,20.7,0.99582,3.4,0.57,11.613800980695396,6
0.287,0.45,2.11,0.07730257565679798,6.1,0.99945,3.22,0.65,9.934257302681575,6
0.256,0.16,2.01,0.08246988416339428,12.0,0.99697,3.34,0.58,10.729117441491875,6
0.509,0.12,2.23,0.0814009326303705,26.6,0.99858,3.44,0.53,11.145220650643305,6
0.753,0.01,1.9,0.07173397074184862,5.8,0.99578,3.5,0.59,9.850617772843329,5
0.422,0.47,2.35,0.09032544179596318,38.9,1.00017,3.27,0.63,9.509241217317784,5
0.361,0.35,2.12,0.0887363695913223,6.6,0.99676,3.26,0.66,11.104806496649378,6
0.703,0.1,2.46,0.11234545006873203,14.3,0.99738,3.35,0.55,9.864859249784434,5
0.6,0.06,1.85,0.0707236214561284,13.0,0.99665,3.4,0.56,9.270679488547009,5
0.45,0.04,1.45,0.043714380077855566,7.5,0.99305,3.41,0.57,13.556001464868983,6
0.362,0.11,2.09,0.08924110315650167,6.4,0.99906,3.26,0.52,9.738801062888937,5
0.28,0.02,2.1,0.06509649809943663,5.6,0.99259,3.21,0.47,11.35417954083101,6
0.345,0.5,2.62,0.08055864756737084,6.9,0.99989,3.18,0.55,9.241336497048666,6
0.384,0.43,2.39,0.07680074543914356,23.6,0.99874,3.15,0.58,9.953168258261547,5
0.234,0.33,2.01,0.07384667606957358,4.1,0.99938,3.24,0.77,9.518828002923797,6
0.178,0.22,1.51,0.0668152165506204,13.3,0.99274,3.29,0.6,11.731699522348007,6
0.397,0.22,1.78,0.08357560752655774,13.1,0.99574,3.33,0.46,9.227643370070426,6
0.337,0.33,1.57,0.07937281171859334,9.3,0.99478,3.18,0.56,10.247231521823815,6
0.332,0.52,2.57,0.11508880749569042,24.7,0.99991,3.21,0.59,9.579680674988925,5
0.424,0.27,2.43,0.09085011088291133,4.7,0.99843,3.22,0.73,12.241058905346,7
0.373,0.06,1.85,0.08171357278906177,5.6,0.99387,3.12,0.56,8.958471660713487,5
0.723,0.39,2.03,0.09096047564138601,20.5,0.99841,3.12,0.7,9.034259939354929,5
0.376,0.4,1.58,0.06459680746523341,8.2,0.99731,3.37,0.64,12.35760983343201,6
0.512,0.44,1.38,0.09461516018348928,4.4,0.99789,3.36,0.64,11.61197627322059,6
0.334,0.32,2.44,0.0859015854382514,16.8,0.99561,3.38,0.83,12.034793915878087,6
0.433,0.5,2.58,0.09550070985023752,12.1,1.00041,3.19,0.66,9.108804439534406,5
0.49,0.38,2.55,0.07850103889253646,4.4,0.99659,3.19,0.7,10.927607431099531,6
0.594,0.04,2.22,0.08266245585462155,16.7,0.99623,3.63,0.69,12.860985957870916,6
0.353,0.43,1.35,0.07959108981042198,3.8,0.99687,3.31,0.7,10.866931408197532,6
0.973,0.31,2.36,0.09186205943419405,5.0,0.9955,3.2,0.52,9.408936155662937,5
0.241,0.56,1.91,0.07354885437802555,10.1,0.99695,3.28,0.65,9.679036160890066,5
0.271,0.25,1.66,0.08158061789494124,7.4,0.99671,3.04,0.64,11.62967342062957,6
0.365,0.09,1.95,0.0683350026571653,5.6,0.99605,3.21,0.52,11.05183294040323,5
0.373,0.1,1.58,0.07421261340521364,6.8,0.99455,3.33,0.69,11.777296939609503,6
0.36,0.05,2.15,0.08358183104529344,10.5,0.99476,3.31,0.58,11.6920151522524,6
0.253,0.48,2.1,0.07524434168114927,15.9,0.99645,3.2,0.76,11.032579525981811,6
0.386,0.63,2.24,0.08764953321012008,5.3,1.00008,3.2,0.66,9.540136923616261,6
0.568,0.0,1.7,0.055211030169077024,5.9,0.99178,3.32,0.56,11.885566632008608,6
0.567,0.24,2.37,0.09522161274266569,12.8,0.99865,3.26,0.71,10.027143931806444,5
0.381,0.44,1.71,0.07850683424902515,4.4,0.99653,3.28,0.64,11.739523999007956,6
0.37,0.47,2.1,0.07494333184808352,8.6,1.0,3.16,0.58,9.2611280524013,5
0.565,0.1,1.87,0.09023101414509449,31.2,0.99554,3.34,0.46,9.821353558956986,6
0.314,0.69,1.93,0.07143970716789386,6.0,0.99834,3.09,0.66,10.50520126606993,7
0.518,0.13,1.48,0.08134558927621277,9.1,0.99598,3.41,0.64,9.675071658599574,5
0.65,0.03,1.94,0.07078539793397325,10.5,0.99714,3.22,0.63,11.89146119685173,6
0.496,0.4,2.5,0.10596944001368579,24.8,1.00021,3.31,0.71,11.828242221076874,6
0.198,0.0,1.24,0.06110722216691494,10.4,0.99501,3.35,0.63,11.711547983948401,6
0.31,0.57,2.43,0.07485535381919561,6.7,0.9971,3.03,0.51,9.365614410658978,6
0.639,0.27,2.25,0.08547356636032823,19.0,0.99719,3.21,0.56,9.224552436291464,5
0.447,0.45,1.94,0.07723085681910766,5.4,0.99787,3.37,0.54,11.768655672271539,6
0.659,0.01,2.11,0.07772235865017396,10.7,0.99626,3.36,0.51,9.630677865432881,5
0.6,0.19,1.98,0.0734379588750442,7.7,0.99716,3.37,0.52,9.597150824130498,6
0.365,0.04,1.93,0.06039514337889451,3.2,0.99595,3.24,0.54,11.707562939473593,6
0.419,0.1,1.35,0.06486879387144326,5.4,0.99642,3.14,0.51,10.845257337172434,6
0.605,0.25,2.05,0.09947882705249877,16.7,0.99712,3.36,0.6,9.321028236626592,5
0.584,0.04,2.1,0.08167526984773,15.2,0.99527,3.64,0.6,12.320245387396355,6
0.953,0.01,1.79,0.08208875780346159,16.7,0.99813,3.4,0.57,9.449088022879613,5
0.391,0.5,2.77,0.09736104661735731,27.2,0.99903,3.11,0.55,9.289763396342089,5
0.473,0.27,2.22,0.09509862673318632,20.7,0.99648,3.36,0.49,9.762989199775308,5
0.337,0.0,1.62,0.08393652606550404,12.5,0.99543,3.45,0.68,9.786816916419955,6
0.661,0.39,2.33,0.08473810784362744,4.1,0.99891,3.34,0.68,9.219505583759013,5
0.422,0.54,2.11,0.09755583333167714,25.6,0.99798,3.19,0.55,9.514616119364499,6
0.532,0.24,1.5,0.0722511238333633,3.6,0.99622,3.28,0.48,9.288784841683432,5
0.295,0.64,2.08,0.09374061813460222,7.4,0.99726,3.1,0.6,9.651075861851277,5
0.427,0.13,2.46,0.1110632142249105,5.2,0.99655,3.02,0.49,9.829528030989296,6
0.701,0.18,2.29,0.09184384070055612,30.4,0.99957,3.39,0.62,9.54759991613029,5
0.859,0.27,1.94,0.07999365071173131,6.1,0.99802,3.21,0.5,10.14096759818778,5
0.44,0.13,2.3,0.08747815553673301,8.5,0.99765,3.13,0.48,11.622808068283408,6
0.549,0.2,2.24,0.07819851193459089,9.2,0.99758,3.18,0.51,9.289764891649451,5
0.371,0.04,1.96,0.0656195312659531,3.4,0.99624,3.39,0.75,10.337498116532162,6
0.524,0.18,1.94,0.07088859941998522,8.1,0.99849,3.24,0.53,9.50121765990304,5
0.56,0.02,2.08,0.07480234235804498,11.4,0.99466,3.36,0.61,11.367542365175503,6
0.678,0.01,2.06,0.06881066476900757,17.5,0.9962,3.55,0.6,13.4229052853715,6
0.294,0.44,1.91,0.08316971535082637,4.4,0.99831,3.16,0.71,12.499946514627505,6
0.425,0.47,1.93,0.0970454720270189,3.5,0.99654,3.12,0.54,12.692896712127112,6
0.224,0.34,1.77,0.05796149458578427,10.3,0.9949,3.19,0.7,13.044321728511004,6
0.362,0.46,2.26,0.10923964153290232,27.1,0.99878,3.27,0.55,9.482248377849519,6
0.57,0.02,1.72,0.06152282800633535,18.0,0.99463,3.41,0.52,10.143563313828594,5
0.656,0.29,1.88,0.09366175732740412,19.1,0.99697,3.06,0.5,9.337003075056032,5
0.281,0.24,1.65,0.08545639901033895,4.3,0.99545,3.2,0.54,9.407165494740774,5
0.312,0.4,2.82,0.08572537882954101,25.3,0.99798,3.25,0.55,10.999889504451216,6
0.384,0.62,1.99,0.07614085581540417,6.1,0.99833,3.04,0.68,11.171471941221197,6
0.294,0.55,1.92,0.07833243579955562,7.6,0.99844,3.21,0.63,9.907682072826555,5
0.724,0.1,2.24,0.07296319731397205,7.4,0.9955,3.35,0.64,9.33030344094962,5
0.311,0.38,2.32,0.08372699247597726,32.6,0.99851,3.07,0.61,9.30240228597849,6
0.327,0.4,2.28,0.08649228074216048,24.2,0.99577,3.23,0.61,9.62458270316046,6
0.671,0.02,2.38,0.08403741621791291,19.3,0.99638,3.39,0.59,9.467815248636333,5
0.334,0.27,1.99,0.08966534803631551,28.9,0.99616,3.31,0.67,12.125961164053528,6
0.352,0.37,2.31,0.07264279433382141,7.6,0.9981,3.08,0.62,10.509321028469694,6
0.664,0.16,2.51,0.07413648348548929,15.4,0.99758,3.29,0.59,9.452796307218708,5
0.674,0.12,2.36,0.08538386327890128,32.0,0.9977,3.23,0.54,9.688790595271456,5
0.396,0.51,2.7,0.0675589527423416,4.8,0.99546,3.24,0.6,11.82652028460537,6
0.277,0.0,1.78,0.07629516128234468,7.9,0.997,3.32,0.59,9.649043745738114,5
0.34,0.03,2.33,0.05526690525819241,16.4,0.99349,3.46,0.58,12.13800103251696,6
0.699,0.25,1.79,0.08704655984203159,21.7,0.99991,3.04,0.67,9.368620512813113,5
0.548,0.23,2.19,0.07371664116408033,30.7,0.99815,3.24,0.5,9.524096007720694,5
0.349,0.23,2.66,0.09286953086243233,28.5,0.99648,3.07,0.66,9.198866203169477,5
0.35,0.22,2.32,0.0802620673490128,14.0,0.99472,3.44,0.93,10.965687885601152,7
0.534,0.25,2.19,0.08955157981751335,22.1,0.9975,3.19,0.49,9.369864106633644,5
0.205,0.26,1.84,0.06886126703750972,24.6,0.99334,3.29,0.65,11.937166482661853,6
0.517,0.23,2.41,0.07836022194491833,5.6,0.99795,3.25,0.57,10.028465524497264,5
0.233,0.43,2.0,0.10740555476947553,6.4,0.9961,3.2,0.69,13.413374937936023,6
0.36,0.55,2.34,0.07115993676429563,7.3,0.99738,3.21,0.72,11.873707408874377,6
0.782,0.03,1.72,0.08496139226518448,14.4,0.99706,3.5,0.57,9.998605484938478,6
0.344,0.24,2.16,0.07847436550889768,38.7,0.99718,2.91,0.49,9.590378526342068,5
0.347,0.19,1.56,0.08403849473732804,27.4,0.99782,3.2,0.54,9.658875367388397,5
0.352,0.47,1.8,0.07101251350493915,4.7,0.99684,3.15,0.51,9.235307285946089,5
0.479,0.22,2.19,0.08516643840690433,6.5,0.99799,3.11,0.56,9.49337511551935,5
0.319,0.55,1.96,0.08168184328902824,18.3,0.99641,3.23,0.64,11.390010900357215,6
0.638,0.04,1.58,0.05984534818666018,8.0,0.99499,3.51,0.56,11.36271845247239,6
0.287,0.33,2.07,0.09484594694066313,5.0,0.9955,3.31,0.64,9.4977278757101,6
0.336,0.03,1.86,0.07070755152207782,7.4,0.99586,3.43,0.61,11.019650211135883,6
0.35,0.06,2.06,0.06487583508968311,10.3,0.99388,3.39,0.59,11.736294640723282,6
0.379,0.3,2.37,0.0851950902178467,4.6,0.9961,3.28,0.57,10.600801758837372,6
0.336,0.17,1.94,0.08203916524820003,4.2,0.99728,3.18,0.72,9.933800424053118,5
0.394,0.06,2.16,0.090752934281044,13.9,0.99656,3.34,0.65,12.020586813541618,6
0.466,0.02,1.6,0.05175732080343888,32.3,0.99394,3.58,0.78,12.341033947373905,6
0.911,0.07,2.07,0.07757052077799757,12.3,0.99731,3.56,0.56,9.59116234027195,5
0.279,0.62,2.36,0.07535846069674126,8.3,0.99683,3.2,0.72,11.76841823297506,6
0.43,0.07,2.33,0.10083260431105942,15.4,0.99861,3.24,0.52,9.63284020890578,5
0.437,0.24,2.56,0.13221836210321272,19.7,0.99868,3.22,0.56,9.123764990273921,5
0.328,0.36,2.11,0.06962976877536989,4.1,0.99823,3.35,0.59,10.081034328531643,6
0.495,0.02,1.98,0.061389976564330206,6.9,0.99417,3.49,0.59,12.786931033982256,6
0.387,0.26,1.98,0.07971177898202933,14.6,0.99831,3.11,0.53,8.803418832646734,5
0.743,0.19,2.21,0.06403449185381804,4.8,0.99623,3.25,0.56,9.460121059587573,5
0.331,0.46,2.31,0.08020552091799019,23.2,0.99648,3.31,0.57,11.240429843150574,6
0.788,0.08,1.83,0.07122192392626005,14.2,0.99802,3.4,0.57,9.353426572014753,5
0.941,0.02,1.91,0.06286949038124268,15.3,0.99569,3.73,0.56,9.74879680374334,6
0.576,0.04,1.79,0.08557029461165569,11.8,0.99736,3.15,0.47,9.809039747858028,5
0.402,0.38,1.68,0.08919100431551402,3.2,0.99733,3.19,0.56,9.788015026313467,6
0.399,0.43,2.07,0.07733216385713505,5.0,0.99706,3.13,0.64,9.96047126305581,6
0.47,0.35,2.01,0.07146431264817837,4.2,0.99771,3.07,0.43,10.00865947353374,5
0.436,0.04,2.05,0.07795993908871358,6.0,0.99615,3.34,0.52,11.391526455893949,5
0.638,0.03,2.13,0.09057132689064006,15.8,0.9961,3.53,0.59,9.74717304750068,5
0.254,0.54,2.11,0.06706975578136405,5.3,0.99708,3.18,0.58,11.953646170544081,6
0.425,0.48,2.18,0.08490518061332743,6.8,1.00009,3.11,0.63,9.47117036620214,5
0.29,0.07,2.28,0.08048000684209837,6.8,0.99515,3.34,0.84,12.695719884678567,6
0.663,0.06,2.05,0.08382539070401762,10.1,0.99773,3.39,0.56,9.325863186359589,5
0.27,0.43,2.0,0.07857105127233599,6.9,0.99725,3.35,0.58,9.69291670837055,6
0.548,0.36,2.15,0.09534149855130522,7.0,0.9952,3.17,0.68,9.777279302065235,5
0.335,0.37,1.98,0.043975020229386236,21.0,0.99333,3.25,0.57,12.08144378767319,6
0.359,0.23,2.38,0.06524472260799033,30.9,0.99703,3.28,0.64,11.56707341953661,6
0.337,0.45,1.63,0.06237350105703371,12.4,0.99403,3.36,0.98,10.982805170991295,7
0.443,0.52,2.25,0.13453702763239808,8.7,1.00149,3.06,0.62,11.011618699576214,6
0.436,0.56,2.63,0.0745212953919212,10.1,0.99923,3.1,0.55,9.17815289654723,5
0.865,0.0,1.76,0.036912393721255696,8.4,0.99299,3.67,0.52,9.660668132145185,5
0.628,0.07,1.66,0.08669607313245033,2.1,0.99702,3.18,0.53,9.324766535571703,5
0.429,0.68,2.07,0.08199603338208206,5.5,0.99762,3.15,0.67,10.877514906764135,5
0.68,0.0,1.53,0.0750437870906828,11.7,0.99438,3.48,0.65,13.163273095634114,6
0.285,0.49,1.99,0.0831267841925313,6.5,0.99613,3.33,0.59,11.08495644014878,6
0.498,0.0,1.83,0.06539400207888285,4.5,0.99432,3.29,0.55,11.658831087656635,6
0.377,0.24,1.89,0.06660276460423538,25.5,0.99823,3.13,0.53,9.09854441857026,5
0.275,0.29,1.73,0.07698945515627825,5.3,0.99768,3.25,0.65,11.060668267479597,6
0.434,0.15,2.4,0.08729012054813755,14.4,0.99674,3.28,0.57,9.086968693763938,5
0.402,0.27,1.87,0.08303074357223711,4.9,0.99711,3.19,0.55,9.623371877936972,5
0.669,0.25,2.24,0.10168369279004053,25.1,0.99813,3.3,0.64,9.66750441437015,5
0.479,0.53,2.98,0.11054215738852066,22.2,1.00091,3.21,0.57,9.485812120239666,5
0.559,0.03,2.33,0.08689590879291058,17.9,0.9963,3.52,0.6,12.292129166925971,6
0.59,0.11,1.77,0.09219104802849518,17.1,0.99532,3.22,0.53,10.953600046983464,6
0.564,0.23,2.36,0.07359271367665987,13.7,0.99638,3.23,0.61,9.844682806005864,6
0.432,0.05,1.94,0.06201194124141022,6.2,0.99615,3.22,0.53,12.002076593107196,6
0.403,0.41,1.79,0.07713924699957804,13.9,0.9973,3.08,0.56,9.337275276635136,5
0.474,0.02,1.57,0.06379776051038524,8.7,0.99451,3.24,0.55,9.916737585674234,6
0.399,0.29,2.03,0.06681390576047067,4.0,0.99596,3.14,0.58,11.373531739514451,6
0.443,0.0,1.91,0.07151455639952052,8.4,0.99441,3.46,0.65,12.824592606932113,6
0.62,0.05,2.15,0.08313989132106432,14.3,0.99585,3.28,0.58,12.027516443089265,6
0.637,0.22,2.1,0.08046440316263051,25.1,0.99691,3.17,0.52,9.229163603883821,5
0.605,0.06,1.68,0.06641750518787609,7.5,0.99496,3.35,0.6,11.53707326300125,6
0.39,0.54,2.0,0.10943295102004999,7.1,1.0022,3.11,0.62,9.178626942040715,5
0.506,0.28,2.05,0.0963200862521704,9.3,0.99893,3.26,0.58,9.708748480026998,5
0.456,0.18,2.09,0.07577704743422192,7.8,0.99683,3.28,0.57,9.619275906415957,5
0.632,0.06,1.73,0.07580793287166587,15.6,0.99663,3.36,0.61,9.312203858124912,6
0.954,0.09,1.56,0.06288795195265567,5.7,0.99651,3.41,0.63,9.344592501582406,5
0.51,0.01,1.3,0.08367682293139361,14.8,0.99542,3.34,0.52,9.656562576111954,6
0.561,0.09,1.92,0.08157015629188426,13.8,0.99672,3.33,0.55,10.579407304543118,6
0.495,0.05,1.72,0.06437424042359828,13.0,0.99194,3.5,0.63,13.259455484415646,6
0.497,0.24,2.17,0.0856719079748521,7.5,0.99888,3.18,0.6,9.244800238062489,5
